"year","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1948,-0.145977908244595,-0.107064243740259,-0.0808106546704898,-0.0924474382331117,-0.0899748207671983,-0.0977625553565885,-0.0734525762709331,-0.0814921406680286,-0.0697882544211083,-0.0917088857855685,-0.111778718793508,-0.111103858980469,-0.0971850503726781,-0.101727442843891,-0.111727680923483,-0.11262718728749,-0.0867920091752289,-0.11765225295917,-0.0583187603102885,-0.0985555283609132,-0.0960428006502345,-0.0992218981445387,-0.10136752706933,-0.0682135025432481,-0.106809037219324,-0.102799128261299,-0.116939058152645,-0.103567921620389,-0.137898761913091,-0.135970844709723,-0.123624756711977,-0.0885191141208121,-0.105614003662839,-0.102289958468908,-0.0762079183772997,-0.0994614998000627,-0.0655139208268401,-0.124786533427515,-0.0790847023535495,-0.127758481293577,-0.108547051113991,-0.0713646594612337,-0.0573850651400573,-0.105565303116991,-0.0989601553158221,-0.141076158819208,-0.114041939266354,-0.117679648965266,-0.106437507393195,-0.0812150057183558,-0.117089595632907,-0.106009920212569,-0.164106453458267,-0.140803859673855,-0.115367157119903,-0.0747591314071865,-0.0824821295713891,-0.0603242124433888,-0.0794354234860251,-0.0951271375772796,-0.077323068002725,-0.0892071629250974,-0.110776099544243,-0.100402274187122,-0.0696947061207835,-0.0760287018913252,-0.0959248116356442,-0.107159785912161,-0.0876872051650937,-0.12623339404531,-0.0596204033302496,-0.0980426501359683,-0.127239312164002,-0.120358094674878,-0.065955405337832,-0.0939478425175626,-0.0772896964593982,-0.0811438568149177,-0.0703740573543201,-0.095682480195893,-0.13419110498539,-0.0684593162482015,-0.118788179991262,-0.0989360067640791,-0.122833649053048,-0.0726521065207661,-0.107884290705832,-0.091781261310824,-0.113665217089581,-0.0638349971500557,-0.111625910869957,-0.0900547321354524,-0.0533431796102345,-0.10615055144333,-0.106189584986047,-0.133431329207568,-0.1343615838913,-0.0884360047919924,-0.0725384036062014,-0.0867926732191972
1949,-0.0878215943680632,-0.0880199131398694,-0.111667073835033,-0.0766142152582888,-0.110929336061069,-0.116358801661066,-0.121778334828414,-0.135066835245287,-0.0953764132601457,-0.111925256008975,-0.0781211142639543,-0.10137473210127,-0.119740501388781,-0.112043456291772,-0.101801120362764,-0.132680507793066,-0.135601473389581,-0.130408045203549,-0.0768100678212117,-0.100978447928945,-0.120756974409484,-0.126175935252758,-0.111040689701536,-0.11135267145664,-0.14723668897804,-0.0935730585211998,-0.073589736186196,-0.096469378126172,-0.137045783900164,-0.108867135520401,-0.0921670302656733,-0.100649765113749,-0.0730842161640756,-0.142370415156006,-0.130174248533533,-0.0514602928277919,-0.117012782853971,-0.123280046574579,-0.130077092141981,-0.162492229345643,-0.116104672129126,-0.127398180676447,-0.10320339688238,-0.0836444569067675,-0.155093453242351,-0.128163492282275,-0.11021187314058,-0.128490458956689,-0.138314019410894,-0.138518907628006,-0.128811888707121,-0.105654201539792,-0.129759260843958,-0.135995691514155,-0.101428856259498,-0.118168499720483,-0.104448272222404,-0.117971577717954,-0.102360764135726,-0.0910229302751121,-0.110150284155398,-0.0818070938490964,-0.11246515494462,-0.114639393930716,-0.107749053163141,-0.107300857310376,-0.11666384122929,-0.104482924584914,-0.0947646338750579,-0.0981537732094823,-0.110394361849956,-0.0990016443965623,-0.0909458573477754,-0.0853690246157445,-0.10752410024994,-0.138571715606137,-0.107936009448171,-0.123315897494051,-0.0836625576839721,-0.132936929045257,-0.128431720620855,-0.112370617904108,-0.0895768353428121,-0.101474712820691,-0.0859354544129725,-0.0878069007760514,-0.0811839515004706,-0.0873404728131865,-0.104795412231253,-0.0880807678956416,-0.101064968892264,-0.129880409364631,-0.125346661502844,-0.104662225423194,-0.129224809141158,-0.129088455135507,-0.0945278915801396,-0.100183925670082,-0.0781811412624658,-0.124315888648806
1950,-0.173099062451852,-0.184792795708712,-0.175077428091818,-0.168409816439199,-0.216861678113688,-0.23233248390168,-0.204258766665135,-0.15934237862458,-0.218078104362799,-0.190903947819376,-0.211921048137987,-0.211874228827421,-0.162113147307403,-0.211929164344618,-0.191340241143724,-0.156244964463353,-0.193015857353539,-0.193094626387225,-0.223734302203081,-0.221011926512164,-0.158332108817091,-0.182231980639286,-0.17576106888954,-0.169616207383534,-0.194550301839905,-0.188359205254647,-0.206460791373424,-0.19575923440509,-0.187503501186156,-0.171581618049887,-0.166083744387492,-0.155659444661385,-0.153379321907738,-0.189144513091384,-0.142944231734219,-0.195678724129587,-0.216665651029969,-0.177008483990685,-0.16026181799698,-0.200935953121011,-0.168566794022723,-0.181627687163305,-0.191997544289548,-0.168324943590406,-0.181144779013919,-0.178979445239,-0.164264252157872,-0.226207361405475,-0.195069409351175,-0.201627779208891,-0.208391673500322,-0.163333963829178,-0.210442248694315,-0.165324509414557,-0.197075516052112,-0.209802511294586,-0.198282985594991,-0.175026844146736,-0.207294261513526,-0.153524680971406,-0.129837980663136,-0.205923976698399,-0.175616376719445,-0.175370521935358,-0.19366567647078,-0.187732091895291,-0.194637784764997,-0.167576795927216,-0.188295796901306,-0.216416584006384,-0.188672379820762,-0.150329781403869,-0.182294344051257,-0.189489937100401,-0.187227761252053,-0.187986650455734,-0.18526489588974,-0.209047080882899,-0.203054900769098,-0.202005635733668,-0.196872664663978,-0.179198525999353,-0.190891493180287,-0.165970719032331,-0.211799082400446,-0.182273624552927,-0.15984977083197,-0.174060067547125,-0.190098607363419,-0.170443106131784,-0.196310895415512,-0.188323169634512,-0.189955714487536,-0.197204162202582,-0.167647254608942,-0.197774648908013,-0.190277531951397,-0.212449360801939,-0.197095666102589,-0.192353169353905
1951,-0.0562266792682138,-0.0418837559405703,-0.0746903944592457,-0.0695193703002622,-0.0918906234068999,-0.0803162538947303,-0.0818364334182417,-0.0581511745894231,-0.0540154896387759,-0.0867669787593353,-0.0703656342666393,-0.0682592892473712,-0.0525859298395276,-0.0489691610350086,-0.0561002770798631,-0.0628617300464287,-0.0703632085172402,-0.0488857442361145,-0.0634011113514924,-0.0609470101416747,-0.0783104499542985,-0.0404800564564504,-0.0571640366876893,-0.0428530773246284,-0.0571011624388977,-0.0552266432788937,-0.0998570236353767,-0.0463461293756801,-0.0387593253147459,-0.0593175700083742,-0.0662333208742904,-0.0529928618305621,-0.0464851641881497,-0.0863571142763326,-0.0482754486829836,-0.0613136276316435,-0.0929805990146878,-0.0783361983208775,-0.0511363753635597,-0.0749783214094728,-0.0553769739379704,-0.0420804708187007,-0.0828658065547882,-0.0566668726846195,-0.10766173673655,-0.0561830560053984,-0.062591590713352,-0.0698625407276381,-0.0712652847644986,-0.0809644888320009,-0.0727338199541815,-0.106310534702791,-0.0622367528093112,-0.0836274730358965,-0.0582628943636953,-0.0786338681572351,-0.0588471706427242,-0.0534070471366879,-0.0721910775386532,-0.08577628685857,-0.100937340515541,-0.0470438909241702,-0.0808277231199165,-0.0473315911703282,-0.0281785970642615,-0.0584679192686422,-0.0785736658214504,-0.0870578147922308,-0.0574936607200626,-0.108495164277474,-0.0811839852217683,-0.0639664346792379,-0.0332355778110624,-0.0382693132165392,-0.0697078795094544,-0.04525479239219,-0.0713890495250237,-0.0685854280016355,-0.0540066135339248,-0.073518487541533,-0.0650279767191086,-0.0651697510744611,-0.0494296763683806,-0.0603472494919102,-0.0616285273399408,-0.0698849007532142,-0.0857721338650215,-0.0639969029031942,-0.0757663905893782,-0.0815004181718537,-0.102214343959693,-0.0639171671722404,-0.0421530418652615,-0.0528376554891904,-0.0596472501342926,-0.0806034121366095,-0.0632387138807165,-0.0835156373224221,-0.0710768305596967,-0.0494359641194553
1952,0.0053239212763551,0.00678822794383038,0.0151573093316737,0.00883745349709121,-0.0188956217568755,-0.0406594679333692,0.0237544352229815,-0.00175025389998655,0.00404149234970282,0.027908374608888,-0.0153513694851723,0.019955947679836,0.0354673603667291,-0.031485323072929,-0.00302896095407332,-0.0257828354567108,-0.00363590118462731,-0.0147381792429334,-0.0455512931113819,0.00637341378680509,-0.0183701315918853,0.0101957196072902,-0.0119195822478773,0.0334808496781726,0.00264727281045785,0.00224621312043913,0.0110502001211478,-0.0222042537135236,-0.0244811707452169,0.00924302903591431,0.006484340208067,-0.00925480082996794,-0.0172555395010912,-0.0310547970641346,-0.0192024555612165,0.0273802791767113,0.0101199073254799,-0.0436395465949401,0.015073261142789,-0.0517285364931404,-0.0248903084294434,-0.0288235593328333,0.0151404827100917,0.0320517687243518,-0.0114763049281375,-0.00913591305407731,-0.0199940570473714,0.0201203775472833,-0.0151894654048692,-0.0190440532530223,0.0185303615879707,-0.0459842265352593,-0.0178433158883232,0.0182263501615592,0.0101022490191402,-0.0350013752912006,0.00956530300774278,-0.0260355891586681,0.0160239476932332,0.00637291087109089,0.00140441707492569,0.0086195588619866,0.0140466362875695,0.00441754257290222,-0.00702898155397921,-0.00267703865674722,-0.0046880375945702,0.0172973399069107,0.011604476372405,0.0327447943920581,0.00368988402226635,-0.0150273407555314,-0.00783274104592929,0.00492060062346481,0.000820092343512783,-0.0110915528817934,0.00042115269539043,-0.0219592167177479,0.00183912010669381,-0.00440950785802815,-0.0126129969131971,-0.0125597250400464,-0.00524118039321347,-0.0013971243345267,0.0239754627047917,-0.0206626117890851,-0.0161950041696613,0.00231778199618394,-0.0145678005592878,0.00462885645985691,0.0133508083519285,0.0502386432985517,0.00339981643523474,-0.00319562381460018,-0.0147644146088957,-0.0486925462738779,-0.0288543097508427,0.0324546901921245,-0.0343261635371359,-0.0475721149691783
1953,0.0276830842009936,0.0966976258210125,0.0560225438654109,0.063050448578042,0.0823606795861152,0.0505523678632402,0.0663830118748919,0.0327440679264218,0.0589440761484787,0.0477525960682447,0.0887594597702788,0.0899661698011362,0.0819966637268426,0.0540148816608736,0.0403664991198794,0.0388423524399007,0.0278149858315284,0.0557166774612951,0.0485308302946118,0.0547361088036389,0.0909295698902904,0.0600379506550792,0.0527338119445107,0.0580052640024205,0.0694217033124422,0.0536612897317092,0.0738432124944035,0.0369456924363357,0.0858608845316692,0.0843878404197238,0.0588080668985163,0.0802373230194355,0.0514366612247486,0.033327144220508,0.0414183849498119,0.0582438600747092,0.0683748384705522,0.0459290065140876,0.0202998430788649,0.0853625966529452,0.0374647209203551,0.0687276547187111,0.0624480891463466,0.0296585353080813,0.0758687793987749,0.0434725727768945,0.0244614264612022,0.0109491154334346,0.0359703740918168,0.0464392535550051,0.0240314590252649,0.0191466111318535,0.0679108336432907,0.0504318551715252,0.0750387961462189,0.0955478267002465,0.0592234889136251,0.0578789642839043,0.0707892289373115,0.058998998808948,0.0273395363729703,0.0435763734106196,0.0910805546957368,0.0672047264659157,0.0357996667732306,0.0649048050495575,0.0571729006175686,0.0468548820133659,0.0576267179742503,0.0515030822898029,0.0475694287826689,0.0965907142185256,0.0723650174844031,0.049508700671099,0.0632827677928507,0.0650426198970513,0.0652269159386699,0.0561799599886753,0.0644277709954299,0.0371809648443672,0.0659824796841929,0.0176986820804227,0.0316645212724438,0.0645245124815443,0.0301127982114296,0.0596593446584498,0.0590511771724378,0.072116097283267,0.0285929184820041,0.109948825109332,0.0701731386657352,0.101899153590023,0.0249956414996473,0.0250001003727536,0.0350557196567965,0.0227020658093814,0.061212705372357,0.0503968191879406,0.0324117756605119,0.0455190608001686
1954,-0.159494434168793,-0.132478629733999,-0.166704917453255,-0.150964643983209,-0.159762166927731,-0.144928566300236,-0.126474683788808,-0.144795998789892,-0.143456973359744,-0.1403608790513,-0.126862129697349,-0.112787231054859,-0.138441922394443,-0.119789494141877,-0.159469872261714,-0.148783642631338,-0.145664502506199,-0.153453294560659,-0.11506179128851,-0.142640501958288,-0.118825716544412,-0.12035005910656,-0.137684481392767,-0.143051912005167,-0.130612162811558,-0.13834890643202,-0.164120745282287,-0.136387429659235,-0.140867175839873,-0.156064038656392,-0.149312064497356,-0.126240512642201,-0.136021099436042,-0.144027632721468,-0.173294487834522,-0.120620359754615,-0.156458961465802,-0.152373984778945,-0.150114680960284,-0.187299697480701,-0.14921828360875,-0.120455438480409,-0.15596765061398,-0.156149000741106,-0.133091171592286,-0.163848959429829,-0.180683827063518,-0.150490807287853,-0.129872014737921,-0.129713949472603,-0.144999146021925,-0.132939378216578,-0.159404281820627,-0.145182939213533,-0.102916872765699,-0.103517676090525,-0.132534619035301,-0.169259394709415,-0.168328226464656,-0.153612072052173,-0.148227921824176,-0.175554606428093,-0.142002342176495,-0.143935432864688,-0.131419488140783,-0.143342403440097,-0.154150404857181,-0.174302448583503,-0.135911578561361,-0.15754569784705,-0.153364631018834,-0.155637267518729,-0.140974966047683,-0.17679972803267,-0.154095449002196,-0.143230971294661,-0.118680831068039,-0.131169836511133,-0.13572061122214,-0.148589014415052,-0.167307721353057,-0.156320119490782,-0.125055850953753,-0.140610530407405,-0.132341877499898,-0.166268023784136,-0.110459797398077,-0.168157402977584,-0.180760788949205,-0.128359026216694,-0.13700477570378,-0.150586234229062,-0.101470456128486,-0.151127700086371,-0.0996050020437671,-0.135788200532774,-0.148762135268563,-0.139119356368599,-0.111641899337397,-0.125193420068114
1955,-0.170364980446549,-0.168987423394655,-0.204472019347449,-0.185787771258568,-0.147558386222753,-0.174886738550344,-0.164807762704297,-0.182425858175765,-0.172017872370959,-0.157868603972488,-0.157132727661401,-0.161302871028695,-0.179423413677451,-0.160549817292688,-0.14504256772158,-0.15079581077138,-0.170973149243919,-0.183969072952628,-0.19317003633772,-0.171445153068327,-0.170589883948512,-0.158811708805326,-0.178283192284149,-0.160173918724578,-0.184904289635126,-0.177352738870443,-0.168685729269485,-0.148757509436837,-0.189658553337746,-0.184712834242304,-0.18795489416421,-0.168304785950338,-0.163504768793313,-0.199960824469714,-0.210111362484069,-0.175812332493486,-0.181649582482402,-0.15987365157368,-0.203863559391472,-0.131542495220994,-0.186403431246906,-0.149251720612963,-0.158436936060991,-0.152832400604863,-0.174816520190944,-0.166264816979152,-0.190393034383004,-0.165296483469551,-0.172512606959231,-0.152451159592845,-0.215762397099495,-0.219540558014869,-0.1547582210332,-0.17484244962509,-0.173359378768033,-0.145311325155765,-0.168515918783339,-0.197859834605344,-0.170964751181521,-0.156487823533791,-0.185042570542424,-0.17544593936954,-0.144406883381282,-0.183316990457749,-0.192255649236249,-0.180806246454292,-0.168318304118736,-0.180105345945041,-0.197425805241146,-0.166709749229546,-0.187696832870548,-0.144021613210243,-0.142934122355239,-0.151849510235764,-0.162734493173579,-0.166250213623295,-0.179344510966091,-0.17247306077774,-0.18423537547513,-0.187385175349832,-0.17003643359968,-0.159101153414183,-0.157921978773299,-0.14212969219813,-0.165282307954538,-0.198007157620058,-0.181029324038998,-0.160348173993514,-0.202451394531432,-0.201413895046282,-0.228006058692268,-0.177634707928698,-0.18128104403247,-0.201427454677123,-0.164411323601413,-0.168946473293012,-0.167070834523748,-0.175057104859965,-0.156777629862404,-0.174906502610223
1956,-0.237146079093214,-0.247020444330959,-0.236695595541276,-0.22299468669801,-0.248684206189728,-0.243481162717576,-0.262887939487402,-0.213521833897412,-0.234240685201406,-0.239104227270593,-0.242970492999211,-0.240008621212194,-0.209925859577647,-0.219345469092163,-0.212868089257541,-0.266875984860749,-0.255960047600846,-0.251735110747177,-0.229549267252411,-0.274886087930956,-0.245819618123519,-0.241482631597252,-0.267843628815044,-0.245397124258117,-0.266122194020444,-0.250140663710366,-0.268828636048119,-0.232763930363007,-0.266770452725612,-0.213167381362468,-0.234892827585257,-0.252817856758109,-0.243392591357916,-0.24654068751211,-0.198861943766672,-0.252562089148775,-0.199679781825396,-0.239073089158493,-0.211348315505782,-0.197393233433476,-0.197198018585695,-0.235695125611777,-0.247514307505526,-0.223784942554314,-0.25611757403276,-0.242883695870918,-0.223990541434863,-0.21484587750801,-0.283259261522696,-0.249904987739149,-0.219249650852773,-0.250884138787775,-0.248623338267538,-0.263019027390039,-0.240141741947542,-0.225723289625991,-0.231213504942345,-0.272981354551749,-0.207291358786089,-0.220966971696864,-0.223401208537911,-0.256809482176235,-0.268769510402287,-0.23323735901217,-0.261345608464037,-0.234731793862492,-0.226434695484294,-0.215965253516658,-0.236487178637354,-0.266379511155332,-0.22587418151799,-0.212622578680614,-0.248851413712694,-0.213249626601083,-0.237276446980666,-0.223057551613869,-0.228906047347294,-0.244864454974627,-0.208633222911344,-0.226350202894812,-0.216761985424399,-0.207774080862313,-0.21772205934171,-0.233531669052408,-0.263675953931145,-0.232972380078402,-0.215677525691026,-0.260931006285593,-0.248858028135249,-0.232494250076438,-0.251173840144031,-0.24477553308288,-0.227820011704643,-0.226876642451611,-0.258853097210435,-0.272891261012538,-0.229478193325516,-0.241621091809658,-0.260954566107393,-0.240363313228627
1957,0.0152743125280408,-0.00922953552458284,0.0230348850666573,-0.00841314248878373,-0.0451126817405443,0.0432021850718642,-0.0102385854945536,-0.0270922480585102,0.00952002878361512,-0.0367462927462887,-0.022903419101904,0.0232132423460315,-0.0179677030796407,0.0280781837820636,0.00147391375225973,-0.0149403279008418,-0.0165353285224842,-0.0308599697230117,-0.00990955012148044,-0.0272845082379466,-0.042492073100054,-0.0032514407902541,0.00598288265759583,-0.0154799419829168,-0.010334359562158,-0.0390871473328873,0.020774428834878,-0.034462781259363,-0.0214658093494438,-0.00979262670403524,-0.0512477602511567,0.00728724286493404,0.00686257659501422,-0.00433363241620544,-0.00437245889489653,5.24418209696809e-05,0.00442905387310619,0.0127840141947136,0.00326941536294486,0.026911099589578,-0.0330875728384324,0.00871974010955364,0.0244603900140547,-0.0238728324677499,0.00125593072949373,-0.0135053851872187,0.000843934608607891,0.0261733285990451,-0.0217553895611824,-0.0157922620166947,0.00715357791454461,0.00334777428441166,0.00773671500446098,-0.0231737168767915,0.0317977009939524,-0.0254321454913487,0.00529223802629778,0.0242022948730383,0.00445679851230366,-0.00920472927635075,-0.00638782136081568,-0.0186538690040673,-0.00625476409562683,0.00150060781641915,0.018147213689804,-0.0028746967647039,0.0104161738498071,0.0149108560859114,0.00687373741719073,0.00766881628459539,0.0117953464349839,0.00293121385508365,-0.0286702644778674,-0.00460710247789613,0.01695794172344,-0.0343978523131472,0.000792778504286571,0.0152453784674567,0.033541961845744,-0.0132796906525758,-0.0339816945214053,0.027908582247976,-0.0135826273563286,0.00188380662670314,-0.0195400650110727,0.0209412049757478,-0.0218203199462321,0.0101501186365225,-0.011816645946063,0.0128641220416489,-0.0371709664860752,-0.00591824334141838,0.0243718065038894,0.0157223353846965,-0.00890540824888684,-0.0106833787986679,-0.0213955313082955,-0.00344855614356696,-0.016099563502936,-0.0186637896304886
1958,-0.00776277958115683,0.0169708981255157,0.0576113018434874,0.0307772605260093,0.0559243408763395,0.0398472755278401,0.0244414983491293,0.0246168393140908,0.0177676277972509,0.0160948935932111,0.0250774662513531,0.0207924500692723,-0.00393122752908574,0.0099811339844685,-0.0114455479499421,0.036395913086081,0.0381803198879973,-0.0119636263623683,0.0150171289325294,0.0403336207197414,0.0522603599621319,0.0466902075233778,-0.0038016058975086,0.0263360105775253,0.0219807103042051,-0.0210448282414944,0.0161924024599845,0.0335803955149712,0.029725720194709,0.0115804252384459,0.0533167816462752,0.0289561322336586,0.042623354081019,0.0310522485495677,-0.00251622149334665,0.0185660924964071,0.0397936774729225,0.0367501545373742,0.0012737787431642,-0.0067084413464456,0.0463779974278575,0.00173704430385007,0.0314735300892413,0.0209438772216454,0.0201569497389115,0.0106136536014183,0.0211018078773833,0.0268369861162002,0.00558269390130609,0.0119910707002816,0.0213679880130534,0.0193594251749641,0.0301309992009937,0.0279334355818539,0.0358527235705689,-0.0523926297791913,-0.000888915397153878,-0.00116464364186488,0.0217274624240732,0.0458854287711356,-0.0269011205669458,0.00658984850301656,0.00909309312030247,0.0251489308731342,0.050198041497814,-0.00645403530996824,0.00360834020395798,0.0341873375070406,0.0532653904234205,0.00545842025412497,0.0248976710663019,0.0418422721656856,0.0325702398582235,0.0383692060112231,0.0273798915113081,0.014402661422628,0.0207742612762281,0.0189918287977824,-0.00297021537390333,0.0515491873123249,0.0309022118607377,0.00841769161449763,0.0507874409855535,-0.0137968604109962,0.022372045274943,0.0094921967135776,0.014677762452732,0.0196022017376901,0.0463960532323019,0.0545311306054642,0.0485364723277158,0.00527454227403694,-0.00371301730249955,0.00176951233734568,0.0239661960455367,0.0587814980898591,0.0316517990270496,-0.0258325931319613,0.0199023466214042,0.0420456880002738
1959,0.00284636951978629,0.00209141309699335,0.00558720390201629,0.00721470199646102,-0.0204790392908035,-0.00579273486681821,-0.016181133212893,-0.00828629718895725,-0.0246063893161838,0.00621140531215356,-0.052588710998872,-0.0162302294191039,-0.0202692945704728,-0.0362016988463944,0.00857664498985325,-0.00328655826081262,0.0163881715994154,-0.0266540078214314,-0.0110338195016916,0.0269346137782162,-0.00892302796314722,0.00574231780460879,-0.0297651036263117,0.00163926966554072,0.00111265868707922,-0.0206714249703708,-0.0392518697628577,-0.00673462699811509,-0.0408765731064287,0.0118237805974294,0.0101405048133797,0.00942586838992183,-0.0252548914117683,-0.0301226845798285,0.000123508960942069,-0.0237677348042334,-0.0284728878702032,-0.0291395413360268,0.0131743839450939,-0.011672544431688,-0.0310162185084221,-0.0265642401206675,0.0145533572773421,-0.0171030164191476,-0.0196820863618031,-0.0317450540212578,-0.0188840189515692,0.00818172363737782,-0.0423727734521047,-0.00280043246613795,-0.0112845831879667,-0.0214920392403567,-0.0226586533115397,-0.00160736343478731,-0.0163110547172564,-0.0210338382168578,-0.0383886471426525,-0.0328988448542637,0.00815527406271979,-0.0262741990978029,-0.0299508144005483,-0.0376672914146659,-0.042641163074187,0.0252247371359323,-0.0145760669326922,-0.0116939078098837,0.000265778058747398,0.00556423524515099,-0.00559699108257226,0.025711923105755,-0.0177058036731857,-0.0297739742631236,-0.0385711716949396,-0.0241056286452539,0.0200277618004549,-0.0464668293430678,-0.0280034238082638,-0.0522947179181858,-0.0257682589578734,-0.00508890806590589,-0.00865432439855035,-0.0244477949745831,0.0215565686885442,-0.0415232776816844,-0.0193355261505603,-0.0305169252355788,-0.0518942130112709,0.00247290669752461,-0.0214099429931403,-0.0175566679436542,-0.0136638235005571,-0.0197400754147567,-0.00381577444080376,-0.0435034041328503,-0.0104291293806693,-0.0236240675140261,-0.0194718611627731,0.00884185649989624,0.0222885903983545,-0.0149100537511715
1960,-0.0911950384429778,-0.077564144100353,-0.096737643794594,-0.119286292860704,-0.0266426954736542,-0.100620661110524,-0.0721603903742569,-0.0932308417363536,-0.1038489505647,-0.0899287524312454,-0.0738432346914397,-0.0960504641919348,-0.0666024423886934,-0.0731823738430206,-0.0973594663843909,-0.0725256989255476,-0.0757045133062734,-0.0934347634067352,-0.0788514702104292,-0.0881377635075656,-0.0623951733147699,-0.0695601278846702,-0.06232506064502,-0.113634588706513,-0.101678981983865,-0.103314015550491,-0.0956111297302233,-0.0626213454395993,-0.0969013447381947,-0.085701462723424,-0.0738744754046214,-0.0640649190491572,-0.108443412701748,-0.0459958415477899,-0.0478406190279301,-0.106763421310564,-0.0585301113829269,-0.055641487590915,-0.0592041416011053,-0.0911927962128081,-0.1002912503655,-0.081212005882111,-0.0793509279464861,-0.0562211025886099,-0.0765406563460497,-0.0594272076026631,-0.0728975708796809,-0.072264552855817,-0.0816631322696106,-0.0772417273215439,-0.120608003871954,-0.0871535997324063,-0.0671615799484076,-0.0696458323658258,-0.109129056426191,-0.0643314285963055,-0.0478806271203076,-0.0599851928537022,-0.0813157535207932,-0.0757889821961625,-0.0670189646414059,-0.0689306299649135,-0.0851475068071968,-0.103876762712506,-0.0685851162847238,-0.112133851517487,-0.101764069622346,-0.059694097719684,-0.0597321779747764,-0.0630411095136205,-0.0962515628669283,-0.0842970310844135,-0.0413769701945592,-0.101435657019125,-0.07581587359793,-0.0823666101659883,-0.0754602155779836,-0.0838218607775033,-0.110353801488368,-0.108649064348637,-0.0824953593748371,-0.0965799441736631,-0.0767812092633782,-0.0639361911542058,-0.0775489211713263,-0.097688676780843,-0.0924282472632854,-0.0903737571335985,-0.0829067458519028,-0.0638361169370938,-0.040069276809978,-0.0812216620111743,-0.108700545941007,-0.0627622296051486,-0.103759185062622,-0.0477870078787604,-0.0914868295069958,-0.111300288702833,-0.0796184573007623,-0.0957174119294707
1961,0.00676233935056247,-0.00233771206585677,0.0248087882561104,-0.0150173019409501,0.0266635030479325,0.0274054080368009,-0.030637314044455,-0.00110702442812116,0.0163256793491334,-0.000197997824898478,0.00945780833504202,-0.00716672025143082,0.0269593697161477,0.0049423802973444,-0.0183763146275114,0.0429039002188079,0.0175134315883918,0.00319411322230467,-0.0140183721557772,0.00362095765247838,0.0253624319447106,-0.0162184981918133,0.00177177421619243,0.0156513594933364,0.0271699336065804,0.00154769104872165,-0.0212315943017238,0.0278157420962957,0.016565652647956,0.0295728909554348,-0.012656753303062,0.0364811944377085,-0.00378214006869142,0.00430559812483295,-0.0178258625521607,-0.0072421387709739,0.0291936864088834,-0.0205668871599298,0.0053974110073668,0.0493431213646665,-0.0136295541577198,0.0208786451913773,0.013270903239536,0.019073251744806,0.00807600540297739,-0.0209409523671801,-0.0348000348349702,0.00615736609062615,-0.0235465708868969,-0.0304584996835185,0.00529076453767988,0.036344848417837,-0.00559116323077633,0.00322345912484584,0.0224849199500518,0.0182129580889874,0.0328890247263717,-0.0320210501618289,0.0107081257398733,-0.0110093445615203,0.0159428883005673,0.0243209738707903,-0.00679518929024506,0.0339245247309397,0.00397337696076005,-0.0172460451769857,0.0340252852030192,0.0199772197856202,0.0143924048160305,0.0332934970597909,0.0456533390031771,0.0189307242673867,0.00635715920110335,0.0274703898025846,0.0115398053788365,0.0144879840246776,0.0348732253773337,-0.0112401871799249,-0.0027889391742257,0.0077508197085576,-0.0227285603406741,0.0029464862116294,-0.0184024621238865,-0.0324820132484647,0.0275086625427695,-0.00571456321201841,0.0103235359036307,0.022414838470974,0.0444928061144711,0.00194017698870901,-0.0233738303364956,0.00650072425954302,-0.0408126860501591,-0.00957887415223061,0.0174408790620124,0.0324956513819509,0.0229890879329684,-0.00660310445799122,0.00347464664329127,-2.47923134902703e-05
